target,value_mean,value_std,value_min,value_25,value_50,value_75,value_100
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125737.378.CD8-074_RI Tomogram.npy,13379.0133494739,55.876964907047714,13303.0,13369.0,13370.0,13373.0,14282.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124505.610.CD8-013_RI Tomogram.npy,13375.493585406228,29.834111123551814,13276.0,13369.0,13370.0,13372.0,14185.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122755.363.CD4-079_RI Tomogram.npy,13379.858521931666,57.97474965273084,13294.0,13369.0,13370.0,13373.0,14371.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123409.519.CD4-113_RI Tomogram.npy,13379.755213553075,57.631032219923846,13301.0,13369.0,13370.0,13373.0,14385.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125220.501.CD8-051_RI Tomogram.npy,13379.370707121852,51.025377820118585,13324.0,13369.0,13370.0,13373.0,14222.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121559.347.CD4-014_RI Tomogram.npy,13380.394885653273,49.84426013067797,13308.0,13369.0,13371.0,13376.0,14337.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122558.768.CD4-067_RI Tomogram.npy,13376.39938432052,38.69080430642169,13315.0,13369.0,13370.0,13372.0,14278.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125157.144.CD8-049_RI Tomogram.npy,13378.126280868364,49.45134660943716,13317.0,13369.0,13370.0,13372.0,14259.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124933.330.CD8-035_RI Tomogram.npy,13377.634744976545,49.04720432063263,13324.0,13369.0,13370.0,13372.0,14215.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123259.239.CD4-107_RI Tomogram.npy,13377.214255145978,49.41757177454062,13327.0,13369.0,13370.0,13372.0,14335.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130549.751.CD8-100_RI Tomogram.npy,13378.565483379341,49.331982785322545,13290.0,13369.0,13370.0,13373.0,14258.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125954.282.CD8-080_RI Tomogram.npy,13379.035052597494,48.02629204171664,13333.0,13369.0,13371.0,13374.0,14191.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121819.707.CD4-028_RI Tomogram.npy,13381.15114352977,49.46551840810054,13331.0,13370.0,13371.0,13377.0,14239.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125550.532.CD8-070_RI Tomogram.npy,13377.319682364649,45.31155085205366,13331.0,13369.0,13370.0,13373.0,14240.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130015.815.CD8-081_RI Tomogram.npy,13378.675308308579,55.87603992332945,13323.0,13369.0,13370.0,13372.0,14263.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124302.721.CD8-002_RI Tomogram.npy,13378.305383835428,48.71060987032411,13268.0,13369.0,13370.0,13373.0,14344.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123024.253.CD4-092_RI Tomogram.npy,13378.818502515478,54.00611108209403,13319.0,13369.0,13370.0,13372.0,14321.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124718.048.CD8-024_RI Tomogram.npy,13377.576027570238,46.84699381769961,13316.0,13369.0,13370.0,13373.0,14275.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121710.234.CD4-021_RI Tomogram.npy,13382.25307352147,55.19045020775955,13258.0,13369.0,13371.0,13376.0,14219.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122957.441.CD4-090_RI Tomogram.npy,13377.992488760365,51.12506056570798,13307.0,13369.0,13370.0,13372.0,14273.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130505.267.CD8-097_RI Tomogram.npy,13378.60284547814,52.118219171088015,13329.0,13369.0,13370.0,13373.0,14276.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130248.771.CD8-089_RI Tomogram.npy,13377.226827097149,45.043083492266405,13321.0,13369.0,13370.0,13372.0,14200.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125345.205.CD8-059_RI Tomogram.npy,13379.350990250648,56.08181035593981,13305.0,13369.0,13370.0,13373.0,14377.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125006.439.CD8-038_RI Tomogram.npy,13379.148859283263,46.717621575197036,13232.0,13369.0,13370.0,13373.0,14447.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122345.722.CD4-053_RI Tomogram.npy,13377.442383990458,47.504475817846654,13330.0,13369.0,13370.0,13372.0,14239.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121345.484.CD4-004_RI Tomogram.npy,13381.671477768276,51.61850554035212,13300.0,13369.0,13371.0,13376.0,14242.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125818.814.CD8-076_RI Tomogram.npy,13376.513925395826,44.13693450339022,13321.0,13369.0,13370.0,13372.0,14240.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121641.999.CD4-018_RI Tomogram.npy,13383.03719400436,51.107020885089504,13227.0,13370.0,13371.0,13378.0,14539.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130804.627.CD8-111_RI Tomogram.npy,13376.613626776587,44.33721695993888,13327.0,13369.0,13370.0,13372.0,14218.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121850.781.CD4-031_RI Tomogram.npy,13382.346648613237,59.07382597813797,13250.0,13369.0,13371.0,13377.0,14305.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130212.815.CD8-087_RI Tomogram.npy,13377.802554297816,50.182628806978556,13321.0,13369.0,13370.0,13372.0,14295.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122030.111.CD4-039_RI Tomogram.npy,13381.618979606124,52.97480479908892,13317.0,13369.0,13371.0,13376.0,14180.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124954.454.CD8-037_RI Tomogram.npy,13378.830123285925,54.08216580369368,13315.0,13369.0,13370.0,13372.0,14356.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123401.797.CD4-112_RI Tomogram.npy,13378.47120821706,53.87433312720288,13302.0,13369.0,13370.0,13373.0,14339.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124514.145.CD8-014_RI Tomogram.npy,13378.387633400345,51.76148962557063,13308.0,13369.0,13370.0,13372.0,14308.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130225.612.CD8-088_RI Tomogram.npy,13377.425233731909,45.74682865319157,13319.0,13369.0,13370.0,13372.0,14300.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130406.971.CD8-093_RI Tomogram.npy,13377.891611593703,49.171071947984736,13252.0,13369.0,13370.0,13373.0,14309.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130753.252.CD8-110_RI Tomogram.npy,13379.19574531661,54.62171636268367,13332.0,13369.0,13370.0,13373.0,14208.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122433.659.CD4-058_RI Tomogram.npy,13374.556764097679,22.918726645024496,13317.0,13369.0,13370.0,13373.0,13974.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130121.422.CD8-084_RI Tomogram.npy,13377.41119300167,46.893367495779806,13326.0,13369.0,13370.0,13373.0,14219.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130439.270.CD8-095_RI Tomogram.npy,13379.329399273362,55.229914600515606,13310.0,13369.0,13370.0,13373.0,14271.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122721.239.CD4-075_RI Tomogram.npy,13379.402221547094,55.216946174549406,13207.0,13369.0,13371.0,13373.0,14606.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124858.191.CD8-031_RI Tomogram.npy,13377.361949770457,50.49183132606463,13319.0,13369.0,13370.0,13372.0,14334.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125131.549.CD8-046_RI Tomogram.npy,13378.707173237915,53.24539441217933,13327.0,13369.0,13370.0,13373.0,14273.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123450.143.CD4-117_RI Tomogram.npy,13378.647103512167,47.37407294753114,13264.0,13369.0,13370.0,13373.0,14161.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130541.018.CD8-099_RI Tomogram.npy,13377.87860137176,47.282308246643055,13335.0,13369.0,13370.0,13373.0,14180.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122631.269.CD4-070_RI Tomogram.npy,13376.807007643953,46.57602455145659,13294.0,13369.0,13370.0,13372.0,14268.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125306.814.CD8-055_RI Tomogram.npy,13378.29459309769,51.180194205380836,13328.0,13369.0,13370.0,13372.0,14272.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124614.270.CD8-019_RI Tomogram.npy,13379.01892478321,53.783394742732796,13322.0,13369.0,13370.0,13373.0,14318.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121807.113.CD4-027_RI Tomogram.npy,13380.826198602734,48.48765321642297,13330.0,13369.0,13371.0,13376.0,14297.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121328.424.CD4-003_RI Tomogram.npy,13382.501623558475,60.847640821726856,13307.0,13369.0,13371.0,13376.0,14297.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123133.111.CD4-098_RI Tomogram.npy,13378.240999102329,51.061201617663066,13302.0,13369.0,13370.0,13372.0,14204.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121757.359.CD4-026_RI Tomogram.npy,13380.473841967474,51.25755562302885,13319.0,13369.0,13371.0,13376.0,14202.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121441.549.CD4-009_RI Tomogram.npy,13377.885778047828,36.50921450018811,13344.0,13370.0,13371.0,13375.0,14240.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125504.829.CD8-065_RI Tomogram.npy,13377.531764597774,48.137043413053796,13322.0,13369.0,13370.0,13372.0,14299.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123035.625.CD4-093_RI Tomogram.npy,13376.372503838229,44.00498593755069,13334.0,13369.0,13370.0,13372.0,14242.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124836.253.CD8-029_RI Tomogram.npy,13378.0650647373,50.86299896717299,13325.0,13369.0,13370.0,13372.0,14254.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122531.143.CD4-064_RI Tomogram.npy,13379.169756066152,55.104872318318684,13320.0,13369.0,13370.0,13372.0,14283.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130715.875.CD8-107_RI Tomogram.npy,13379.017894962542,51.83070591841466,13336.0,13369.0,13370.0,13373.0,14173.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122512.046.CD4-062_RI Tomogram.npy,13375.262290085117,35.341931630043156,13230.0,13369.0,13370.0,13373.0,14409.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121622.094.CD4-016_RI Tomogram.npy,13381.949327247177,56.0287106753264,13312.0,13370.0,13371.0,13376.0,14285.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122649.956.CD4-072_RI Tomogram.npy,13378.698698190155,54.09793728090323,13310.0,13369.0,13370.0,13372.0,14207.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122917.422.CD4-086_RI Tomogram.npy,13376.961058726158,47.53374248029337,13323.0,13369.0,13370.0,13372.0,14228.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122404.610.CD4-055_RI Tomogram.npy,13376.887974340125,46.42039866019699,13274.0,13369.0,13370.0,13372.0,14222.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130336.299.CD8-092_RI Tomogram.npy,13379.303989195447,55.005948536181045,13316.0,13369.0,13370.0,13373.0,14322.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125422.175.CD8-062_RI Tomogram.npy,13377.90412147058,50.33689774893569,13311.0,13369.0,13370.0,13372.0,14248.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124523.687.CD8-015_RI Tomogram.npy,13378.08704816415,52.05484147819482,13316.0,13369.0,13370.0,13372.0,14245.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122056.718.CD4-041_RI Tomogram.npy,13380.490287404607,50.92979513250131,13310.0,13370.0,13371.0,13376.0,14232.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124944.301.CD8-036_RI Tomogram.npy,13377.899374506156,51.21343216968725,13330.0,13369.0,13370.0,13372.0,14283.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130519.283.CD8-098_RI Tomogram.npy,13378.35435920325,52.17534243555731,13331.0,13369.0,13370.0,13372.0,14302.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130908.410.CD8-115_RI Tomogram.npy,13380.57763937648,51.31678815594562,13324.0,13369.0,13371.0,13374.0,14163.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124922.567.CD8-034_RI Tomogram.npy,13377.395596038246,49.97168513330576,13318.0,13369.0,13370.0,13372.0,14208.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125512.549.CD8-066_RI Tomogram.npy,13378.011938893389,48.01955756973632,13242.0,13369.0,13371.0,13373.0,14327.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125034.473.CD8-041_RI Tomogram.npy,13378.316564397235,50.604247239519104,13321.0,13369.0,13370.0,13372.0,14269.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121543.702.CD4-013_RI Tomogram.npy,13376.77130442284,30.42327293801244,13345.0,13370.0,13371.0,13375.0,14042.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123421.095.CD4-114_RI Tomogram.npy,13377.68142878397,49.467686348454684,13313.0,13369.0,13370.0,13373.0,14204.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130649.469.CD8-105_RI Tomogram.npy,13377.576286306898,47.18009710623158,13324.0,13369.0,13370.0,13372.0,14253.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124655.298.CD8-022_RI Tomogram.npy,13377.939485814804,49.574165954051004,13327.0,13369.0,13370.0,13372.0,14263.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123510.657.CD4-119_RI Tomogram.npy,13379.293302977565,51.44249530330493,13306.0,13369.0,13370.0,13373.0,14310.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130618.190.CD8-102_RI Tomogram.npy,13378.911078042329,52.09445615333318,13332.0,13369.0,13370.0,13373.0,14209.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130831.642.CD8-113_RI Tomogram.npy,13378.914571518588,48.64083217253081,13329.0,13369.0,13370.0,13373.0,14116.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121417.781.CD4-007_RI Tomogram.npy,13381.943828452406,57.04598781228398,13302.0,13369.0,13371.0,13376.0,14320.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122729.565.CD4-076_RI Tomogram.npy,13377.188049354378,47.92815088099141,13310.0,13369.0,13370.0,13372.0,14181.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124821.829.CD8-028_RI Tomogram.npy,13377.480211552695,48.12409431234066,13324.0,13369.0,13370.0,13373.0,14309.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124603.908.CD8-018_RI Tomogram.npy,13379.418451755833,57.916845019815916,13316.0,13369.0,13370.0,13373.0,14342.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130639.315.CD8-104_RI Tomogram.npy,13379.006149855973,53.75330871582133,13310.0,13369.0,13370.0,13373.0,14253.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130950.864.CD8-118_RI Tomogram.npy,13379.868679424091,53.595375582184076,13333.0,13369.0,13371.0,13373.0,14218.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123337.830.CD4-111_RI Tomogram.npy,13379.21441573899,53.692514692064826,13315.0,13369.0,13370.0,13373.0,14312.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121454.753.CD4-010_RI Tomogram.npy,13381.261066852701,52.60765624222825,13319.0,13369.0,13371.0,13376.0,14223.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122223.047.CD4-049_RI Tomogram.npy,13380.28269752503,46.48685272074982,13328.0,13370.0,13371.0,13376.0,14099.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121316.641.CD4-002_RI Tomogram.npy,13382.353267495824,47.67698631682423,13314.0,13370.0,13371.0,13379.0,14195.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130322.891.CD8-091_RI Tomogram.npy,13378.174071823647,51.58197529413566,13276.0,13369.0,13370.0,13373.0,14286.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125604.754.CD8-071_RI Tomogram.npy,13377.61022362999,48.87566413095032,13329.0,13369.0,13370.0,13372.0,14354.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121409.863.CD4-006_RI Tomogram.npy,13378.211416669166,29.61777671106947,13340.0,13370.0,13371.0,13377.0,14019.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122134.094.CD4-044_RI Tomogram.npy,13381.504831355458,53.08841371323995,13313.0,13369.0,13371.0,13376.0,14244.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121911.907.CD4-033_RI Tomogram.npy,13383.653632502675,59.47620407666341,13261.0,13370.0,13371.0,13377.0,14189.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121840.422.CD4-030_RI Tomogram.npy,13380.785488867885,50.88489860892901,13272.0,13369.0,13371.0,13376.0,14222.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125235.126.CD8-052_RI Tomogram.npy,13380.59088720607,60.00033305987051,13316.0,13369.0,13370.0,13373.0,14327.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124446.110.CD8-011_RI Tomogram.npy,13379.090530013202,54.70225344989752,13326.0,13369.0,13370.0,13373.0,14317.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124802.331.CD8-027_RI Tomogram.npy,13377.594992923656,48.55236573447442,13279.0,13369.0,13370.0,13372.0,14223.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124545.219.CD8-017_RI Tomogram.npy,13380.051560671527,56.43159697100615,13323.0,13369.0,13371.0,13373.0,14286.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123009.626.CD4-091_RI Tomogram.npy,13377.14863836629,48.62935034442783,13294.0,13369.0,13370.0,13372.0,14224.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.130939.488.CD8-117_RI Tomogram.npy,13380.335703408648,52.54095751480656,13329.0,13369.0,13371.0,13373.0,14211.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125920.160.CD8-078_RI Tomogram.npy,13377.775139901581,50.256021585206234,13320.0,13369.0,13370.0,13372.0,14269.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.121943.189.CD4-035_RI Tomogram.npy,13381.986917451815,51.90524405390375,13258.0,13370.0,13371.0,13378.0,14195.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122354.862.CD4-054_RI Tomogram.npy,13374.060744041368,32.61239634566536,13341.0,13370.0,13370.0,13371.0,14123.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123459.688.CD4-118_RI Tomogram.npy,13376.17196773637,31.068934243549165,13309.0,13369.0,13370.0,13373.0,14138.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.122943.625.CD4-089_RI Tomogram.npy,13376.35005494794,43.37312046181028,13311.0,13369.0,13370.0,13373.0,14208.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.124905.298.CD8-032_RI Tomogram.npy,13377.068462507876,45.723097104236444,13330.0,13369.0,13370.0,13372.0,14263.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.125900.862.CD8-077_RI Tomogram.npy,13378.918319855773,53.78272721749333,13327.0,13369.0,13370.0,13373.0,14366.0
/data/tomocube/processed/raw_numpy/sepsis/20220526/20220526.123200.125.CD4-101_RI Tomogram.npy,13378.792737432612,52.49703727047644,13191.0,13369.0,13371.0,13373.0,14761.0
